#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-03-26T06:41:53 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-03-26T06:41:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-out.src=II/346/jsdc_v2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=II/346/jsdc_v2&-out=Dis&-out=Name&-out=SpType&-out=Bmag&-out=Vmag&Vmag=&lt;5.0&-out=Rmag&-out=Imag&-out=Jmag&-out=Hmag&-out=Kmag&-out=Lmag&-out=Mmag&-out=Nmag&-out=LDD&LDD=&gt;0.1&-out=e_LDD&-out=LDDCHI&-out=CalFlag&-out=UDDB&-out=UDDV&-out=UDDR&-out=UDDI&-out=UDDJ&-out=UDDH&-out=UDDK&-out=UDDL&-out=UDDM&-out=UDDN&-out=Simbad&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;20&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_2346
#Name: II/346
#Title: JMMC Stellar Diameters Catalogue - JSDC. Version 2 (Bourges+, 2017)
#INFO	ivoid=ivo://cds.vizier/ii/346	    IVOID of underlying data collection
#INFO	creator=Bourges L.	    First author or institution
#INFO	cites=bibcode:2014ASPC..485..223B	    Article or Data origin sources
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/346	    Dataset landing page
#INFO	publication_date=2017-05-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_346_jsdc_v2:
#Name: II/346/jsdc_v2
#Title: Stellar diameters catalogue, version 2
#Column	Dis	(I3)	indicates differences between JSDC V1 and V2	[ucd=meta.note]
#Column	Name	(a33)	Normalised star name (preferably HD)	[ucd=meta.id;meta.main]
#Column	SpType	(a20)	Spectral Type from Simbad	[ucd=src.spType]
#Column	Bmag	(F7.3)	? B magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F7.3)	? V magnitude (Cat. I/259)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F10.6)	? R magnitude (estimated)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F10.6)	? I magnitude (estimated)	[ucd=phot.mag;em.opt.I]
#Column	Jmag	(F7.3)	? J magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.3)	? H magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.3)	? K magnitude (Cat. II/246)	[ucd=phot.mag;em.IR.K]
#Column	Lmag	(F7.3)	? L magnitude (Cat. II/311/wise W1mag)	[ucd=phot.mag;em.IR.3-4um]
#Column	Mmag	(F6.3)	? M magnitude (Cat. II/311/wise W2mag)	[ucd=phot.mag;em.IR.4-8um]
#Column	Nmag	(F10.6)	? N magnitude (Cat. II/311/wise W3mag)	[ucd=phot.mag;em.IR.8-15um]
#Column	LDD	(F9.6)	? Limb-Darkened Disk diameter	[ucd=phys.angSize]
#Column	e_LDD	(F9.6)	? Error on LDD (and all UDDs) (1)	[ucd=stat.error]
#Column	LDDCHI	(D12.5)	Chi2 of LDD fitting (2)	[ucd=stat.fit.chi2]
#Column	CalFlag	(I1)	[0/7] Confidence flags for using this star as a calibrator in Optical Interferometry experiments (3)	[ucd=meta.code]
#Column	UDDB	(F10.6)	? Uniform Disk Diameter in band B (4)	[ucd=phys.angSize;em.opt.B]
#Column	UDDV	(F10.6)	? Uniform Disk Diameter in band V (4)	[ucd=phys.angSize;em.opt.V]
#Column	UDDR	(F10.6)	? Uniform Disk Diameter in band R (4)	[ucd=phys.angSize;em.opt.R]
#Column	UDDI	(F10.6)	? Uniform Disk Diameter in band I (4)	[ucd=phys.angSize;em.opt.I]
#Column	UDDJ	(F10.6)	? Uniform Disk Diameter in band J (4)	[ucd=phys.angSize;em.IR.J]
#Column	UDDH	(F10.6)	? Uniform Disk Diameter in band H (4)	[ucd=phys.angSize;em.IR.H]
#Column	UDDK	(F10.6)	? Uniform Disk Diameter in band K (4)	[ucd=phys.angSize;em.IR.K]
#Column	UDDL	(F10.6)	? Uniform Disk Diameter in band L (4)	[ucd=phys.angSize;em.IR.3-4um]
#Column	UDDM	(F10.6)	? Uniform Disk Diameter in band M (4)	[ucd=phys.angSize;em.IR.4-8um]
#Column	UDDN	(F10.6)	? Uniform Disk Diameter in band N (4	[ucd=phys.angSize;em.IR.8-15um]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	RAJ2000	(A14)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A14)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
Dis	Name	SpType	Bmag	Vmag	Rmag	Imag	Jmag	Hmag	Kmag	Lmag	Mmag	Nmag	LDD	e_LDD	LDDCHI	CalFlag	UDDB	UDDV	UDDR	UDDI	UDDJ	UDDH	UDDK	UDDL	UDDM	UDDN	Simbad	RAJ2000	DEJ2000
  0	*  14 Ari                        	F2III               	  5.319	  4.980	  4.523862	  4.575201	  4.441	  4.357	  4.062	  3.990	 3.756	  4.069000	 0.567615	 0.058632	 1.00551e-01	0	  0.529691	  0.537413	  0.542935	  0.548570	  0.556517	  0.556517	  0.558177	  0.562397	  0.563277	  0.565095	Simbad	02 09 25.33191	+25 56 23.5988
  0	* bet Tri                        	A5III               	  3.140	  3.000	  2.838808	  2.852685	  2.738	  2.768	  2.678	       	      	  2.683000	 1.036342	 0.120181	 1.35224e-02	6	  0.975776	  0.983814	  0.996060	  1.005120	  1.014569	  1.019857	  1.022184	  1.028540	  1.030475	  1.032516	Simbad	02 09 32.62712	+34 59 14.2694
  0	* b And                          	K3III_Ba0.5         	  6.316	  4.840	  3.558483	  2.956260	  2.340	  1.498	  1.329	       	      	  1.276000	 2.886406	 0.282101	 6.79464e-02	6	  2.617574	  2.672415	  2.709050	  2.747139	  2.803947	  2.803947	  2.818156	  2.844245	  2.855162	  2.867627	Simbad	02 13 13.32387	+44 13 53.9546
  0	* del Tri                        	G0V                 	  5.447	  4.840	  4.030956	  3.894725	  3.525	  3.287	  3.076	       	 2.924	  3.187000	 1.028746	 0.095514	 3.27978e-02	4	  0.950518	  0.967900	  0.978374	  0.988718	  1.004948	  1.004948	  1.008791	  1.017138	  1.019387	  1.023422	Simbad	02 17 03.23016	+34 13 27.2260
  1	* gam Tri                        	A1Vnn               	  4.049	  4.030	  3.730335	  4.010531	  3.802	  3.862	  3.958	  3.952	 3.643	  3.989000	 0.557011	 0.050968	 1.57298e-01	0	  0.529309	  0.533272	  0.538930	  0.543179	  0.547370	  0.549724	  0.550767	  0.553646	  0.554460	  0.555311	Simbad	02 17 18.86703	+33 50 49.8950
  0	*  65 And                        	K4III               	  6.262	  4.730	  3.569189	  2.672856	  1.941	  1.159	  1.025	       	      	  1.144000	 3.507009	 0.322644	 1.27355e-02	0	  3.171213	  3.240276	  3.285475	  3.333526	  3.403887	  3.403887	  3.421921	  3.454332	  3.468111	  3.483294	Simbad	02 25 37.42351	+50 16 43.0645
  0	* alf UMi                        	F8Ib                	  2.606	  1.970	  1.412950	  1.121633	  0.795	  0.460	  0.456	       	      	  0.584000	 3.504772	 0.294446	 1.99906e-02	6	  3.249431	  3.306103	  3.340754	  3.375070	  3.427824	  3.427824	  3.440259	  3.467715	  3.474234	  3.487671	Simbad	02 31 49.09456	+89 15 50.7923
  0	HD16739                          	F9V                 	  5.492	  4.910	  4.420000	  4.120000	  4.212	  3.973	  3.877	  3.613	 3.359	  3.610000	 0.682387	 0.071646	 8.91543e-03	4	  0.631777	  0.643037	  0.649861	  0.656586	  0.667049	  0.667049	  0.669557	  0.674945	  0.676316	  0.678964	Simbad	02 42 14.91570	+40 11 38.1900
  0	*  35 Ari                        	B3V                 	  4.528	  4.650	  4.443697	  4.851296	  4.802	  4.983	  4.974	  5.021	 4.826	  5.107000	 0.235055	 0.022602	 9.37955e-03	4	  0.227738	  0.228815	  0.230125	  0.231140	  0.232294	  0.232893	  0.233260	  0.234079	  0.234281	  0.234443	Simbad	02 43 27.11185	+27 42 25.7233
  0	HD16895                          	F8V                 	  4.614	  4.100	  3.670000	  3.370000	  3.031	  2.863	  2.697	  2.960	 2.442	  3.222000	 1.197377	 0.115797	 1.95561e-02	0	  1.110141	  1.129503	  1.141341	  1.153065	  1.171088	  1.171088	  1.175336	  1.184716	  1.186944	  1.191534	Simbad	02 44 11.98700	+49 13 42.4110
  0	*  39 Ari                        	K1.5III             	  5.632	  4.520	  3.630951	  3.265768	  2.875	  2.347	  2.099	       	      	  2.285319	 1.818341	 0.190508	 4.15857e-02	0	  1.652067	  1.686093	  1.708663	  1.732084	  1.767397	  1.767397	  1.776070	  1.792280	  1.798951	  1.806767	Simbad	02 47 54.54142	+29 14 49.6132
  0	*  41 Ari                        	B8Vn                	  3.510	  3.610	  3.576333	  3.744144	  3.657	  3.803	  3.864	  3.888	 3.634	  3.879000	 0.514086	 0.051294	 9.52936e-02	2	  0.492200	  0.495414	  0.499397	  0.502673	  0.506034	  0.507884	  0.508916	  0.511284	  0.512006	  0.512723	Simbad	02 49 59.03324	+27 15 37.8260
  0	*  16 Per                        	F2III               	  4.563	  4.220	  3.896053	  3.719726	  3.464	  3.351	  3.240	  3.385	 2.783	  3.343000	 0.887021	 0.078660	 5.32717e-03	4	  0.827758	  0.839825	  0.848454	  0.857260	  0.869678	  0.869678	  0.872272	  0.878868	  0.880243	  0.883084	Simbad	02 50 35.05979	+38 19 07.1080
  0	* eta Per                        	K3-Ib-IIa           	  5.460	  3.770	  2.523038	  1.718737	  1.074	  0.162	  0.162	       	      	 -0.130000	 5.241989	 0.399115	 1.79091e-01	0	  4.753764	  4.853362	  4.919893	  4.989067	  5.092236	  5.092236	  5.118041	  5.165420	  5.185247	  5.207884	Simbad	02 50 41.80959	+55 53 43.7876
  0	*  17 Per                        	K5III               	  6.114	  4.560	  3.298366	  2.397021	  1.642	  0.800	  0.767	       	      	  0.679000	 4.140118	 0.378306	 6.62871e-02	0	  3.735703	  3.818374	  3.871693	  3.930719	  4.015458	  4.015458	  4.037714	  4.077574	  4.093881	  4.111465	Simbad	02 51 30.83771	+35 03 35.0613
  0	* tau Per                        	G8III+A7V           	  4.688	  3.930	  3.294744	  2.992312	  2.688	  2.309	  2.195	       	      	  2.073000	 1.673213	 0.164626	 3.06617e-03	6	  1.533300	  1.563112	  1.581845	  1.600535	  1.630395	  1.630395	  1.637402	  1.651591	  1.656657	  1.663540	Simbad	02 54 15.46108	+52 45 44.9240
  0	* pi. Per                        	A2Vn                	  4.745	  4.680	  3.749907	  4.711587	  4.770	  4.692	  4.418	  4.406	 4.219	  4.450000	 0.402471	 0.040612	 1.43041e-01	0	  0.381274	  0.384253	  0.388732	  0.392018	  0.395183	  0.396973	  0.397728	  0.399888	  0.400515	  0.401149	Simbad	02 58 45.66985	+39 39 45.8141
  0	*  24 Per                        	K2III               	  6.175	  4.940	  4.036274	  3.396957	  2.819	  2.243	  2.103	       	      	  2.089000	 1.966576	 0.177124	 1.00377e-03	0	  1.787749	  1.824376	  1.848675	  1.873762	  1.911752	  1.911752	  1.921079	  1.938563	  1.945702	  1.954132	Simbad	02 59 03.67675	+35 10 59.2694
  0	* gam Per                        	G8III+...           	  3.626	  2.910	  2.264993	  1.967814	  1.620	  1.003	  1.085	       	      	  0.917000	 2.903955	 0.252390	 1.05165e-01	6	  2.661128	  2.712869	  2.745382	  2.777819	  2.829643	  2.829643	  2.841805	  2.866430	  2.875221	  2.887168	Simbad	03 04 47.79074	+53 30 23.1687
  0	* rho Per                        	M4+IIIa             	  4.848	  3.320	  1.621620	  0.022190	 -0.779	 -1.675	 -1.904	       	      	 -1.699000	16.139135	 1.022169	 1.86499e-01	0	 14.956341	 15.197826	 15.287195	 15.380818	 15.557042	 15.557042	 15.911094	 16.016039	 16.011242	 16.055998	Simbad	03 05 10.59385	+38 50 24.9943
  0	* k Per                          	G9.5III             	  5.788	  4.770	  3.958056	  3.500187	  3.014	  2.564	  2.398	       	      	  2.730350	 1.606476	 0.137546	 1.06539e-02	0	  1.470299	  1.499023	  1.517393	  1.535663	  1.564744	  1.564744	  1.571643	  1.585351	  1.590374	  1.597028	Simbad	03 05 32.41223	+56 42 20.5858
  0	* bet Per                        	B8V                 	  2.087	  2.090	  2.012232	  2.084809	  1.960	  1.948	  1.894	       	      	  1.903000	 1.247175	 0.101824	 7.15776e-04	6	  1.194079	  1.201876	  1.211539	  1.219486	  1.227639	  1.232128	  1.234632	  1.240377	  1.242128	  1.243868	Simbad	03 08 10.13245	+40 57 20.3280
  0	* iot Per                        	F9.5V               	  4.645	  4.050	  3.455931	  3.343526	  3.143	  2.875	  2.723	       	      	  2.697000	 1.171393	 0.105049	 2.91909e-02	0	  1.083301	  1.102904	  1.114731	  1.126384	  1.144647	  1.144647	  1.148948	  1.158381	  1.160839	  1.165390	Simbad	03 09 04.01986	+49 36 47.7996
  0	* kap Per                        	G9.5IIIb            	  4.770	  3.790	  2.926441	  2.493367	  1.908	  1.435	  1.242	       	      	  1.611000	 2.748795	 0.252841	 1.19944e-02	0	  2.515787	  2.564936	  2.596368	  2.627628	  2.677389	  2.677389	  2.689193	  2.712648	  2.721243	  2.732629	Simbad	03 09 29.77156	+44 51 27.1463
  0	* ome Per                        	K0III               	  5.725	  4.610	  3.717207	  3.323838	  2.954	  2.338	  2.235	       	      	  2.094000	 1.733559	 0.149520	 3.20407e-02	0	  1.584842	  1.615928	  1.636034	  1.656175	  1.687925	  1.687925	  1.695494	  1.710420	  1.715999	  1.723223	Simbad	03 11 17.38161	+39 36 41.7014
  0	HR   932                         	A2Vnn               	  4.885	  4.850	  3.881886	  4.973224	  5.074	  4.779	  4.714	  4.736	 4.513	  4.728000	 0.360380	 0.033186	 2.26085e-01	0	  0.341400	  0.344067	  0.348078	  0.351020	  0.353855	  0.355457	  0.356134	  0.358067	  0.358629	  0.359196	Simbad	03 11 56.26910	+74 23 37.1680
  0	* zet Ari                        	A1V                 	  4.863	  4.870	  4.821139	  4.904085	  4.828	  4.848	  4.825	  4.881	 4.647	  4.933000	 0.354580	 0.012728	 1.39564e-01	0	  0.336945	  0.339468	  0.343070	  0.345775	  0.348442	  0.349941	  0.350605	  0.352438	  0.352956	  0.353498	Simbad	03 14 54.09731	+21 02 40.0103
  0	HD  20468                        	K2IIb_CN0.5         	  6.341	  4.850	  3.742729	  2.972586	  2.247	  1.620	  1.456	       	      	  1.545000	 2.759630	 0.187599	 1.05513e-02	0	  2.508688	  2.560086	  2.594183	  2.629388	  2.682697	  2.682697	  2.695786	  2.720321	  2.730339	  2.742167	Simbad	03 18 43.82583	+34 13 21.5473
  0	HD  20336                        	B2.5Vn(e)           	  4.632	  4.740	  4.641100	  5.004454	  5.048	  5.074	  5.048	  4.706	 4.180	  3.474000	 0.213546	 0.007654	 3.82873e+00	2	  0.207005	  0.207939	  0.209116	  0.210011	  0.211055	  0.211589	  0.211912	  0.212657	  0.212828	  0.212977	Simbad	03 19 59.27267	+65 39 08.2502
  0	HD  20644                        	K3IIIa_Ba0.5        	  6.025	  4.470	  3.177258	  2.395052	  1.673	  0.821	  0.877	       	      	  0.791000	 3.880935	 0.347109	 1.46555e-01	0	  3.519475	  3.593213	  3.642470	  3.693683	  3.770065	  3.770065	  3.789169	  3.824247	  3.838926	  3.855685	Simbad	03 20 20.36111	+29 02 54.4451
  0	* l Per                          	A3V                 	  5.011	  4.960	  4.886757	  4.918438	  4.796	  4.864	  4.776	  4.816	 4.627	  4.848000	 0.378606	 0.010801	 7.03135e-01	0	  0.357506	  0.360448	  0.364880	  0.368096	  0.371287	  0.373085	  0.373843	  0.376001	  0.376626	  0.377299	Simbad	03 21 26.55861	+43 19 46.7390
  0	* alf Per                        	F5Ib                	  2.271	  1.790	  1.345802	  1.074645	  0.830	  0.413	  0.520	       	      	  0.516000	 3.347016	 0.214687	 2.43937e-01	0	  3.114438	  3.164322	  3.196882	  3.229777	  3.278060	  3.278060	  3.288684	  3.314363	  3.319885	  3.331647	Simbad	03 24 19.37009	+49 51 40.2455
  0	HR  1034                         	B5V                 	  4.899	  4.990	  4.875096	  5.150404	  5.117	  5.223	  5.217	  5.310	 5.169	  5.379000	 0.235255	 0.007425	 2.13090e-01	4	  0.227238	  0.228424	  0.229906	  0.231061	  0.232291	  0.232973	  0.233335	  0.234217	  0.234460	  0.234650	Simbad	03 28 03.07027	+49 03 46.3186
  0	HD  21389                        	A0Ia                	  5.039	  4.550	  4.045314	  3.508645	  3.050	  2.876	  2.626	       	      	  2.575000	 1.031177	 0.113268	 1.44989e-02	4	  0.981171	  0.988414	  0.998420	  1.006081	  1.013609	  1.017865	  1.019861	  1.025039	  1.026555	  1.028158	Simbad	03 29 54.74413	+58 52 43.4995
  0	* sig Per                        	K3III               	  5.727	  4.360	  3.277013	  2.543637	  1.916	  1.243	  1.054	       	      	  1.165000	 3.275167	 0.280436	 4.13488e-03	0	  2.970126	  3.032355	  3.073923	  3.117142	  3.181602	  3.181602	  3.197724	  3.227327	  3.239715	  3.253858	Simbad	03 30 34.48545	+47 59 42.7808
  0	* psi Per                        	B5Ve                	  4.262	  4.320	  3.779815	  4.337228	  4.316	  4.153	  4.107	  3.684	 2.998	  2.470000	 0.386977	 0.035202	 1.11699e-01	0	  0.373790	  0.375741	  0.378179	  0.380078	  0.382102	  0.383224	  0.383819	  0.385270	  0.385669	  0.385983	Simbad	03 36 29.37982	+48 11 33.4789
  0	HD23302                          	B6IIIe              	  3.615	  3.720	  3.710000	  3.810000	  4.078	  4.086	  3.922	  3.811	 3.427	  3.466000	 0.417781	 0.042841	 7.95293e-02	4	  0.402812	  0.404992	  0.407756	  0.409947	  0.412223	  0.413518	  0.414195	  0.415839	  0.416305	  0.416708	Simbad	03 44 52.53690	+24 06 48.0110
  0	* nu. Per                        	F4II                	  4.195	  3.770	  3.286248	  3.012021	  2.564	  2.387	  2.274	       	      	  2.652000	 1.461016	 0.105535	 1.33459e-02	4	  1.361211	  1.382145	  1.396358	  1.410717	  1.431574	  1.431574	  1.436103	  1.447119	  1.449513	  1.454426	Simbad	03 45 11.63204	+42 34 42.7829
  0	* q Tau                          	B6IV                	  4.190	  4.300	  4.177562	  4.566111	  4.674	  4.589	  4.502	  4.608	 4.336	  4.637000	 0.323771	 0.029545	 1.10846e-01	0	  0.312170	  0.313859	  0.316001	  0.317699	  0.319463	  0.320467	  0.320992	  0.322266	  0.322627	  0.322939	Simbad	03 45 12.49578	+24 28 02.2097
  0	*  20 Tau                        	B8III               	  3.807	  3.870	  3.797651	  4.024619	  4.059	  4.122	  3.986	  3.928	 3.570	  3.817000	 0.452934	 0.042627	 2.19139e-02	0	  0.433651	  0.436482	  0.439992	  0.442878	  0.445839	  0.447469	  0.448379	  0.450465	  0.451101	  0.451733	Simbad	03 45 49.60656	+24 22 03.8864
  0	HR  1129                         	G0III+...           	  5.527	  4.780	  4.078989	  3.707669	  3.227	  2.771	  2.444	       	      	  2.546000	 1.350838	 0.111716	 2.62084e-01	2	  1.248117	  1.270942	  1.284695	  1.298277	  1.319588	  1.319588	  1.324635	  1.335596	  1.338549	  1.343847	Simbad	03 46 02.33087	+63 20 42.1639
  0	*  23 Tau                        	B6IVe               	  4.089	  4.140	  4.093033	  4.231907	  4.233	  4.309	  4.220	  4.263	 3.958	  4.163000	 0.383301	 0.031883	 1.12745e-02	6	  0.369567	  0.371567	  0.374103	  0.376113	  0.378201	  0.379389	  0.380011	  0.381519	  0.381947	  0.382316	Simbad	03 46 19.57384	+23 56 54.0812
  0	HD23630                          	B7III               	  2.764	  2.850	  2.840000	  2.880000	  2.735	  2.735	  2.636	  2.900	 2.651	  3.087109	 0.842160	 0.069883	 7.13196e-03	0	  0.809203	  0.813966	  0.820055	  0.824918	  0.829915	  0.832747	  0.834312	  0.837891	  0.838951	  0.839940	Simbad	03 47 29.07660	+24 06 18.4880
  0	*  27 Tau                        	B8III               	  3.550	  3.620	  3.597040	  3.779915	  3.800	  3.864	  3.879	  3.809	 3.547	  3.854000	 0.495059	 0.053152	 1.14444e-02	6	  0.473983	  0.477078	  0.480914	  0.484068	  0.487305	  0.489087	  0.490080	  0.492361	  0.493056	  0.493747	Simbad	03 49 09.74258	+24 03 12.3003
  0	V* BE Cam                        	M2II                	  6.260	  4.390	  2.694087	  1.311372	  0.567	 -0.422	 -0.650	       	      	 -0.637000	 8.731017	 0.583242	 2.51873e-01	0	  8.081534	  8.203874	  8.257964	  8.319346	  8.421136	  8.421136	  8.582932	  8.661158	  8.660421	  8.685044	Simbad	03 49 31.27989	+65 31 33.5015
  1	HD23401                          	A2IVn               	  4.654	  4.590	  4.530000	  4.490000	  4.153	  4.223	  4.358	  4.389	 4.108	  4.364000	 0.489897	 0.037797	 4.05755e-01	0	  0.464096	  0.467721	  0.473174	  0.477173	  0.481026	  0.483205	  0.484124	  0.486752	  0.487516	  0.488287	Simbad	03 50 21.50890	+71 19 56.1480
  0	HD  24479                        	B9IV                	  4.876	  4.950	  4.947377	  5.058014	  5.040	  5.128	  5.040	  5.100	 4.949	  5.137000	 0.295541	 0.009899	 1.98789e-01	0	  0.282024	  0.284008	  0.286559	  0.288608	  0.290673	  0.291825	  0.292419	  0.293857	  0.294273	  0.294721	Simbad	03 57 25.44380	+63 04 20.1442
  0	*  37 Tau                        	K0III               	  5.424	  4.360	  3.505177	  3.063933	  2.579	  2.055	  2.033	       	      	  2.033000	 1.979346	 0.171977	 2.80078e-02	0	  1.809543	  1.845037	  1.867993	  1.890990	  1.927242	  1.927242	  1.935884	  1.952926	  1.959296	  1.967544	Simbad	04 04 41.71484	+22 04 54.9243
  0	* lam Per                        	A0IVn               	  4.239	  4.250	  4.198405	  4.196487	  4.080	  4.149	  4.149	  4.147	 3.837	  4.161000	 0.481965	 0.033987	 1.08085e-01	0	  0.458592	  0.461978	  0.466654	  0.470235	  0.473754	  0.475743	  0.476676	  0.479096	  0.479804	  0.480554	Simbad	04 06 35.04360	+50 21 04.5500
  1	* c Per                          	B3Ve                	  3.935	  3.960	  3.489821	  3.981603	  3.978	  3.899	  3.796	  3.598	 2.988	  2.545000	 0.393786	 0.042249	 1.05104e-01	0	  0.381528	  0.383332	  0.385526	  0.387226	  0.389160	  0.390163	  0.390777	  0.392151	  0.392489	  0.392760	Simbad	04 08 39.69216	+47 42 45.0429
  0	* f Per                          	G5II+A2V            	  5.677	  4.670	  3.763799	  3.380872	  2.979	  2.457	  2.290	       	      	  2.560170	 1.590499	 0.179027	 2.26817e-02	4	  1.463055	  1.490764	  1.507776	  1.524584	  1.551621	  1.551621	  1.557885	  1.570947	  1.575317	  1.581756	Simbad	04 14 53.32048	+40 29 01.2303
  0	HD26630                          	G0Ib                	  5.055	  4.120	  3.360000	  2.820000	  2.460	  2.160	  1.904	  1.830	      	  1.935000	 1.801417	 0.168399	 4.34243e-02	4	  1.664432	  1.694870	  1.713210	  1.731323	  1.759743	  1.759743	  1.766473	  1.781090	  1.785028	  1.792094	Simbad	04 14 53.86250	+48 24 33.5910
  0	HD27045                          	A3m                 	  5.189	  4.930	  4.680000	  4.570000	  4.786	  4.577	  4.362	  4.365	 4.081	  4.417000	 0.434903	 0.040296	 1.62943e-01	0	  0.410666	  0.414046	  0.419137	  0.422831	  0.426496	  0.428562	  0.429433	  0.431912	  0.432630	  0.433403	Simbad	04 17 15.66150	+20 34 42.9340
  0	HD26961                          	A1III               	  4.643	  4.600	  4.460000	  4.410000	  4.425	  4.454	  4.324	  4.332	 4.088	  4.351000	 0.440849	 0.039235	 1.60872e-02	4	  0.418924	  0.422061	  0.426539	  0.429901	  0.433218	  0.435082	  0.435907	  0.438186	  0.438830	  0.439504	Simbad	04 18 14.61690	+50 17 43.8060
  0	* phi Tau                        	K1III               	  6.120	  4.970	  4.056548	  3.411049	  3.025	  2.373	  2.292	       	      	  2.239000	 1.766923	 0.189655	 1.24155e-02	0	  1.605384	  1.638442	  1.660368	  1.683131	  1.717424	  1.717424	  1.725867	  1.741607	  1.748089	  1.755681	Simbad	04 20 21.21580	+27 21 02.7009
  0	*  54 Per                        	G8+IIIb             	  5.880	  4.930	  4.175041	  3.764119	  3.349	  2.939	  2.741	       	      	  2.811000	 1.316737	 0.141365	 1.46970e-02	0	  1.206633	  1.230093	  1.244836	  1.259544	  1.283042	  1.283042	  1.288557	  1.299722	  1.303709	  1.309126	Simbad	04 20 24.63829	+34 34 00.2110
  1	* d Per                          	B4IV                	  4.778	  4.800	  4.794379	  4.972670	  5.105	  5.069	  4.886	  4.980	 4.779	  5.018000	 0.241361	 0.018999	 3.13071e-01	4	  0.233637	  0.234778	  0.236195	  0.237297	  0.238489	  0.239130	  0.239504	  0.240360	  0.240571	  0.240738	Simbad	04 21 33.16557	+46 29 55.9554
  1	* kap01 Tau                      	A7IV-V              	  4.346	  4.210	  4.037879	  4.131739	  4.093	  4.064	  4.077	  3.929	 3.563	  4.262093	 0.562295	 0.087543	 5.80072e-03	4	  0.529047	  0.533857	  0.540148	  0.544765	  0.550011	  0.552914	  0.554120	  0.557565	  0.558560	  0.560044	Simbad	04 25 22.16505	+22 17 37.9375
  0	* ups Tau                        	A8Vn                	  4.543	  4.280	  4.080203	  3.977949	  3.859	  3.793	  3.761	       	      	  3.924575	 0.668894	 0.077835	 6.12863e-03	4	  0.626864	  0.634642	  0.641031	  0.647739	  0.656753	  0.656753	  0.658374	  0.663157	  0.664322	  0.666165	Simbad	04 26 18.46368	+22 48 48.8885
  0	*  58 Per                        	K4III+...           	  5.421	  4.250	  3.207725	  2.600416	  1.800	  1.242	  1.116	       	      	  1.293000	 3.299360	 0.278364	 4.27188e-02	4	  2.983446	  3.048421	  3.090943	  3.136149	  3.202344	  3.202344	  3.219310	  3.249802	  3.262765	  3.277049	Simbad	04 36 41.43017	+41 15 53.3213
  0	*   1 Aur                        	K4III               	  6.337	  4.890	  3.690018	  2.939061	  2.257	  1.466	  1.307	       	      	  1.385000	 3.009214	 0.238647	 3.17314e-02	0	  2.721081	  2.780342	  2.819124	  2.860355	  2.920729	  2.920729	  2.936203	  2.964014	  2.975837	  2.988864	Simbad	04 49 54.63946	+37 29 17.7936
  0	*   2 Aur                        	K3III               	  6.204	  4.790	  3.610511	  2.939306	  2.323	  1.502	  1.389	       	      	  1.364000	 2.842279	 0.230759	 6.95945e-02	0	  2.577557	  2.631560	  2.667634	  2.705141	  2.761081	  2.761081	  2.775072	  2.800762	  2.811513	  2.823787	Simbad	04 52 37.98071	+36 42 11.4635
  0	* iot Aur                        	K3II-III            	  4.180	  2.690	  1.501188	  0.732845	 -0.031	 -0.676	 -0.844	       	      	 -0.514000	 8.137060	 0.527953	 1.70490e-02	0	  7.379196	  7.533800	  7.637075	  7.744452	  7.904600	  7.904600	  7.944656	  8.018203	  8.048981	  8.084119	Simbad	04 56 59.62109	+33 09 57.9585
  0	* eps Aur                        	A9Ia                	  3.567	  3.030	  2.538037	  2.243501	  1.880	  1.702	  1.533	       	      	  1.723000	 1.947806	 0.195418	 5.00285e-03	4	  1.823076	  1.846894	  1.865499	  1.885094	  1.911670	  1.911670	  1.916649	  1.930734	  1.933622	  1.939540	Simbad	05 01 58.13245	+43 49 23.9059
